Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,Dining option,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
9/14/25 7:11 PM,3-1284,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 7:11 PM,3-1284,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 7:10 PM,3-1283,Sale,Milk Based,20007,Taro Ice,,,1.000,24000.00,0.00,24000.00,7376.00,16624.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 7:09 PM,3-1282,Sale,Espresso Based,30007,Latte Ice,,,1.000,27000.00,0.00,27000.00,9723.00,17277.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 7:09 PM,3-1281,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:56 PM,3-1280,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,,10015,Cheese Cake,,,1.000,28000.00,0.00,28000.00,22000.00,6000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Milk Based,20001,Coklat Hot,,,1.000,24000.00,0.00,24000.00,5838.00,18162.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Toast,11001,Roti Bakar Coklat,,,1.000,14000.00,0.00,14000.00,5955.00,8045.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Tea Based,60005,Milk Tea Hot,,,1.000,17000.00,0.00,17000.00,2078.00,14922.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Tea Based,60006,Milk Tea Ice,,,1.000,17000.00,0.00,17000.00,2790.00,14210.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Snack,80002,Cireng,,,1.000,16000.00,0.00,16000.00,7040.00,8960.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:30 PM,3-1279,Sale,Signature kichen,70001,Panacotta,,,1.000,16000.00,0.00,16000.00,8683.00,7317.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:22 PM,3-1278,Sale,Toast,11002,Roti Bakar Klasik,,,1.000,14000.00,0.00,14000.00,4853.00,9147.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:22 PM,3-1278,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:22 PM,3-1278,Sale,Snack,80006,Tempe Mendoan,,,1.000,17000.00,0.00,17000.00,8512.00,8488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 6:22 PM,3-1278,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:48 PM,3-1277,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:48 PM,3-1277,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:48 PM,3-1277,Sale,Mie,90001,Mie Goreng,,,3.000,33000.00,0.00,33000.00,14640.00,18360.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,2pds 1sdg,Closed
9/14/25 4:48 PM,3-1277,Sale,Add kitchen,13007,Add Telur,,,3.000,12000.00,0.00,12000.00,5001.00,6999.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:48 PM,3-1277,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:19 PM,3-1276,Sale,Additional,13001,Add Ice Cream Vanilla,,,2.000,8000.00,0.00,8000.00,3046.00,4954.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:19 PM,3-1276,Sale,Additional,13002,Add Espresso,,,1.000,6000.00,0.00,6000.00,3888.00,2112.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:16 PM,3-1275,Sale,Snack,80007,Donat,,,1.000,17000.00,0.00,17000.00,8483.00,8517.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:16 PM,3-1275,Sale,Main Course,12008,Ayam Daun Jeruk,,,1.000,26000.00,0.00,26000.00,0.00,26000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:16 PM,3-1275,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 4:16 PM,3-1275,Sale,Tea Based,60006,Milk Tea Ice,,,1.000,17000.00,0.00,17000.00,2790.00,14210.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 3:49 PM,3-1274,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:56 PM,3-1273,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:56 PM,3-1273,Sale,Additional,13002,Add Espresso,,,1.000,6000.00,0.00,6000.00,3888.00,2112.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:56 PM,3-1273,Sale,Toast,11001,Roti Bakar Coklat,,,1.000,14000.00,0.00,14000.00,5955.00,8045.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:56 PM,3-1273,Sale,Additional,13001,Add Ice Cream Vanilla,,,1.000,4000.00,0.00,4000.00,1523.00,2477.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:36 PM,3-1272,Sale,,10005,mesra,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 2:24 PM,3-1271,Sale,Coffee Based,10001,Tubruk,,,1.000,16000.00,0.00,16000.00,2396.00,13604.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Mie,90002,Mie Rebus,,,3.000,42000.00,0.00,42000.00,19224.00,22776.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Snack,80002,Cireng,,,1.000,16000.00,0.00,16000.00,7040.00,8960.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Coffee Based,10001,Tubruk,,,1.000,16000.00,0.00,16000.00,2396.00,13604.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Espresso Based,30003,Black Hot,,,1.000,18000.00,0.00,18000.00,5587.00,12413.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 1:03 PM,3-1270,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 12:33 PM,3-1269,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 12:33 PM,3-1269,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 12:19 PM,3-1268,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 12:19 PM,3-1268,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 12:19 PM,3-1268,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/14/25 10:45 AM,3-1267,Sale,Additional,13001,Add Ice Cream Vanilla,,,3.000,12000.00,0.00,12000.00,4569.00,7431.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:57 PM,3-1266,Sale,Tea Based,60002,Lemon Ice,,,1.000,16000.00,0.00,16000.00,1783.00,14217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:08 PM,3-1265,Sale,Tea Based,60001,Lemon Hot,,,1.000,16000.00,0.00,16000.00,1284.00,14716.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:08 PM,3-1265,Sale,Main Course,12003,Nasi Goreng Jawa,,,1.000,25000.00,0.00,25000.00,10455.00,14545.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Tanpa timun,Closed
9/13/25 11:08 PM,3-1265,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:02 PM,3-1264,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:02 PM,3-1264,Sale,Coffee Based,10003,Vietnam Drip,,,1.000,18000.00,0.00,18000.00,3415.00,14585.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 11:01 PM,3-1263,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Ls,Closed
9/13/25 10:49 PM,3-1262,Sale,Tea Based,60003,Lychee Tea Hot,,,1.000,17000.00,0.00,17000.00,4501.00,12499.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Nasi stgh,Closed
9/13/25 10:44 PM,3-1261,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Signature Based,40010,Kirana,,,1.000,25000.00,0.00,25000.00,7101.00,17899.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Signature Based,40008,Nirmala Ice,,,1.000,25000.00,0.00,25000.00,6852.00,18148.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Milk Based,20006,Matcha Ice,,,2.000,48000.00,0.00,48000.00,14752.00,33248.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:44 PM,3-1261,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:35 PM,3-1260,Sale,Mie,90001,Mie Goreng,,,1.000,11000.00,0.00,11000.00,4880.00,6120.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:35 PM,3-1260,Sale,Add kitchen,13007,Add Telur,,,1.000,4000.00,0.00,4000.00,1667.00,2333.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:35 PM,3-1260,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:34 PM,3-1259,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Espresso Based,30007,Latte Ice,,,1.000,27000.00,0.00,27000.00,9723.00,17277.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Espresso Based,30009,Cappucino Ice,,,1.000,26000.00,0.00,26000.00,9228.00,16772.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Ls,Closed
9/13/25 10:30 PM,3-1258,Sale,Tea Based,60002,Lemon Ice,,,1.000,16000.00,0.00,16000.00,1783.00,14217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 10:30 PM,3-1258,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 9:45 PM,3-1257,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 9:43 PM,3-1256,Sale,Tea Based,60003,Lychee Tea Hot,,,1.000,17000.00,0.00,17000.00,4501.00,12499.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 9:43 PM,3-1256,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 9:43 PM,3-1256,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 9:43 PM,3-1256,Sale,Main Course,12006,Ayam Mentega,,,1.000,26000.00,0.00,26000.00,10732.00,15268.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:44 PM,3-1255,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:42 PM,3-1254,Sale,Mie,90002,Mie Rebus,,,1.000,14000.00,0.00,14000.00,6408.00,7592.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:41 PM,3-1253,Sale,Coffee Based,10002,Tubruk Susu,,,1.000,16000.00,0.00,16000.00,3054.00,12946.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:29 PM,3-1252,Sale,Signature Based,40007,Terpesona,,,1.000,22000.00,0.00,22000.00,6531.00,15469.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:29 PM,3-1251,Sale,Signature Based,40006,Arunika,,,1.000,20000.00,0.00,20000.00,3256.00,16744.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Ls,Closed
9/13/25 8:29 PM,3-1251,Sale,Mie,90002,Mie Rebus,,,1.000,14000.00,0.00,14000.00,6408.00,7592.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:09 PM,3-1250,Sale,Signature Based,40009,Nirmala Hot,,,1.000,25000.00,0.00,25000.00,4784.00,20216.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:09 PM,3-1250,Sale,Mie,90002,Mie Rebus,,,1.000,14000.00,0.00,14000.00,6408.00,7592.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 8:09 PM,3-1250,Sale,Main Course,12005,Ayam Curry,,,1.000,26000.00,0.00,26000.00,14083.00,11917.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 7:48 PM,3-1249,Sale,Signature Based,40010,Kirana,,,1.000,25000.00,0.00,25000.00,7101.00,17899.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 7:48 PM,3-1249,Sale,Tea Based,60005,Milk Tea Hot,,,1.000,17000.00,0.00,17000.00,2078.00,14922.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 7:15 PM,3-1248,Sale,Signature Based,40006,Arunika,,,2.000,40000.00,0.00,40000.00,6512.00,33488.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Ls,Closed
9/13/25 7:05 PM,3-1247,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 7:02 PM,3-1246,Sale,Espresso Based,30004,Black Ice,,,2.000,36000.00,0.00,36000.00,11282.00,24718.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:53 PM,3-1245,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:29 PM,3-1244,Sale,Tea Based,60001,Lemon Hot,,,1.000,16000.00,0.00,16000.00,1284.00,14716.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:29 PM,3-1244,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Ks,Closed
9/13/25 6:29 PM,3-1244,Sale,Snack,80003,Kentang Goreng,,,2.000,32000.00,0.00,32000.00,14576.00,17424.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:20 PM,3-1243,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:20 PM,3-1243,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 6:02 PM,3-1242,Sale,Espresso Based,30004,Black Ice,,,1.000,18000.00,0.00,18000.00,5641.00,12359.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 5:10 PM,3-1241,Sale,,10023,Kenang,,,1.000,23000.00,0.00,23000.00,0.00,23000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 5:10 PM,3-1241,Sale,Main Course,12002,Nasi Gila,,,1.000,24000.00,0.00,24000.00,10783.00,13217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,Pds sedikit,Closed
9/13/25 5:10 PM,3-1241,Sale,Signature Based,40005,Kinasih,,,1.000,25000.00,0.00,25000.00,10347.00,14653.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 5:03 PM,3-1240,Sale,Signature Based,40009,Nirmala Hot,,,1.000,25000.00,0.00,25000.00,4784.00,20216.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:49 PM,3-1239,Sale,Milk Based,20008,Red Velvet Ice,,,1.000,24000.00,0.00,24000.00,7214.00,16786.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:34 PM,3-1238,Sale,Tea Based,60005,Milk Tea Hot,,,1.000,17000.00,0.00,17000.00,2078.00,14922.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:34 PM,3-1238,Sale,Snack,80003,Kentang Goreng,,,1.000,16000.00,0.00,16000.00,7288.00,8712.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:27 PM,3-1237,Sale,Main Course,12001,Nasi Cumi Asin,,,1.000,24000.00,0.00,24000.00,12375.00,11625.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:16 PM,3-1236,Sale,Milk Based,20005,Coklat Ice,,,1.000,24000.00,0.00,24000.00,7376.00,16624.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:15 PM,3-1235,Sale,Toast,11001,Roti Bakar Coklat,,,1.000,14000.00,0.00,14000.00,5955.00,8045.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:15 PM,3-1234,Sale,Main Course,12006,Ayam Mentega,,,1.000,26000.00,0.00,26000.00,10732.00,15268.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 4:15 PM,3-1234,Sale,Espresso Based,30007,Latte Ice,,,1.000,27000.00,0.00,27000.00,9723.00,17277.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:58 PM,3-1233,Sale,Snack,80008,Singkong Keju,,,1.000,19000.00,0.00,19000.00,8580.00,10420.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:58 PM,3-1233,Sale,Snack,80007,Donat,,,1.000,17000.00,0.00,17000.00,8483.00,8517.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:58 PM,3-1233,Sale,Snack,80005,Pisang Goreng Aren,,,1.000,17000.00,0.00,17000.00,5226.00,11774.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:58 PM,3-1233,Sale,,10009,kasmaran,,,1.000,23000.00,0.00,23000.00,11000.00,12000.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:58 PM,3-1233,Sale,Milk Based,20005,Coklat Ice,,,1.000,24000.00,0.00,24000.00,7376.00,16624.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:43 PM,3-1232,Sale,Signature Based,40004,Husgendam Ice,,,1.000,24000.00,0.00,24000.00,9179.00,14821.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:43 PM,3-1232,Sale,Signature Based,40002,Kopi Susu Ice,,,1.000,22000.00,0.00,22000.00,7735.00,14265.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:43 PM,3-1232,Sale,Mie,90002,Mie Rebus,,,1.000,14000.00,0.00,14000.00,6408.00,7592.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:43 PM,3-1232,Sale,Toast,11002,Roti Bakar Klasik,,,1.000,14000.00,0.00,14000.00,4853.00,9147.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:41 PM,3-1231,Sale,Signature Based,40005,Kinasih,,,2.000,50000.00,0.00,50000.00,20694.00,29306.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:41 PM,3-1231,Sale,Tea Based,60002,Lemon Ice,,,1.000,16000.00,0.00,16000.00,1783.00,14217.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
9/13/25 3:41 PM,3-1231,Sale,Tea Based,60004,Lychee Tea Ice,,,1.000,17000.00,0.00,17000.00,4975.00,12025.00,0.00,Dine in,POS 2,Husgendam Coffee Indonesia,Husgendam,,,,Closed
